키이스케이프 강남더오름점,엔제리오,8.92,1678,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=키이스케이프 강남더오름점 엔제리오,8,강남,87
황금열쇠 건대점(유토피아호),NOW HERE,8.9,561,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 건대점(유토피아호) NOW HERE,5,건대,204
제로월드 강남점,포레스트 (FORREST),8.88,1273,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 포레스트 (FORREST),8,강남,280
비트포비아 홍대던전 III,And I met E,8.88,333,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 홍대던전 III And I met E,4,홍대,453
제로월드 강남점,DONE,8.87,1290,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 DONE,7,강남,1621
셜록홈즈 부산기장정관점,유품정리사,8.86,64,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 부산기장정관점 유품정리사,6,부산,1794
이룸에이트,고인,8.86,157,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이룸에이트 고인,8,강남,665
룸익스케이프 인디고블루점,"드림포스트 : 다시, 꿈꾸는 마을로...",8.84,600,"https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸익스케이프 인디고블루점 드림포스트 : 다시, 꿈꾸는 마을로...",6,신촌,363
황금열쇠 강남점(플라워로드),BACK화점,8.84,1168,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 강남점(플라워로드) BACK화점,8,강남,1764
비트포비아 홍대던전 III,경성 연쇄실종사건,8.83,317,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 홍대던전 III 경성 연쇄실종사건,7,홍대,446
한국 방탈출 교육원,소울리아,8.82,185,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=한국 방탈출 교육원 소울리아,10,서울(기타),789
비트포비아 던전루나,검은 운명의 밤,8.8,378,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 던전루나 검은 운명의 밤,5,강남,1837
"오늘, 탈출",첫 출근 이야기,8.76,773,"https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=오늘, 탈출 첫 출근 이야기",8,일산,1597
제로월드 X 롯데월드,바람,8.76,214,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 X 롯데월드 바람,5,서울(기타),1315
황금열쇠 대구동성로점(본점),JAIL.O,8.75,402,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로점(본점) JAIL.O,9,대구,1591
숨바꼭질 2호점,명당,8.74,590,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=숨바꼭질 2호점 명당,3,광주,495
위욜,디어마이프렌드,8.73,352,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=위욜 디어마이프렌드,4,홍대,640
머더파커 홍대1호점,칠칠,8.73,1135,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 홍대1호점 칠칠,8,홍대,404
상상의문 분당서현점,역만,8.73,285,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 분당서현점 역만,10,경기(기타),17
숨바꼭질 2호점,재개발구역 : 관계자 외 출입금지,8.73,519,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=숨바꼭질 2호점 재개발구역 : 관계자 외 출입금지,7,광주,880
머더파커 건대점,파커4,8.72,820,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대점 파커4,10,건대,253
소우주,영포에버,8.72,928,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=소우주 영포에버,8,수원,1186
키이스케이프 홍대점,고백,8.71,1352,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=키이스케이프 홍대점 고백,9,홍대,1439
넥스트에디션 건대 보네르관,세렌디피티 : 뜻 밖의 행운,8.7,1079,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 건대 보네르관 세렌디피티 : 뜻 밖의 행운,6,건대,792
싸인 이스케이프 강남시티점,러너웨이,8.67,711,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=싸인 이스케이프 강남시티점 러너웨이,8,강남,473
판타스트릭 2호점,사자의 서,8.66,431,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=판타스트릭 2호점 사자의 서,7,강남,1251
황금열쇠 대구동성로2호점(더킹),2Ways,8.66,110,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로2호점(더킹) 2Ways,7,대구,1329
어메이즈드 부평2호점,하시마,8.65,952,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=어메이즈드 부평2호점 하시마,8,인천,836
오아시스 홍대점,업사이드 다운,8.65,836,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=오아시스 홍대점 업사이드 다운,3,홍대,1063
비트포비아 던전101,전래동 자살사건,8.64,1401,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 던전101 전래동 자살사건,8,홍대,1490
엑소더스 강남1호점,클레임 CLAIM,8.64,476,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=엑소더스 강남1호점 클레임 CLAIM,8,강남,148
싸인 이스케이프 홍대점,거상,8.64,1438,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=싸인 이스케이프 홍대점 거상,7,홍대,360
제로월드 강남점,콜러,8.63,1376,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 콜러,9,강남,905
황금열쇠 대구동성로2호점(더킹),"다시, 너에게",8.63,257,"https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로2호점(더킹) 다시, 너에게",8,대구,443
플레이포인트랩 강남점,갱생,8.63,387,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=플레이포인트랩 강남점 갱생,7,강남,1752
비트포비아 홍대던전 III,이미지 세탁소,8.63,284,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 홍대던전 III 이미지 세탁소,3,홍대,577
비트포비아 던전101,화생설화 : Blooming,8.62,1514,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 던전101 화생설화 : Blooming,4,홍대,1985
싸인 이스케이프 강남시티점,MUST,8.62,525,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=싸인 이스케이프 강남시티점 MUST,7,강남,309
지구별방탈출 홍대어드벤처점,미스터리,8.62,606,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=지구별방탈출 홍대어드벤처점 미스터리,8,홍대,92
이스케이퍼스 2호점,테라포밍마스,8.62,308,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 2호점 테라포밍마스,8,홍대,411
둠이스케이프 2호점,디스토피아,8.59,642,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=둠이스케이프 2호점 디스토피아,9,인천,745
플레이더월드 강남점,이웃집 또털어,8.59,1309,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=플레이더월드 강남점 이웃집 또털어,8,강남,1804
도어이스케이프 블루 신논현점,TRUTH,8.59,791,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=도어이스케이프 블루 신논현점 TRUTH,7,강남,1169
지구별방탈출 대구점,펭귄키우기,8.59,352,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=지구별방탈출 대구점 펭귄키우기,10,대구,1326
서울이스케이프룸 대구 동성로점,카지노,8.58,96,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=서울이스케이프룸 대구 동성로점 카지노,8,대구,1473
셜록홈즈 부산기장정관점,트라이앵글,8.57,58,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 부산기장정관점 트라이앵글,2,부산,1757
머더파커 WOW 홍대점,하(HA),8.56,396,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 WOW 홍대점 하(HA),7,홍대,1451
에베레스트이스케이프,EVEREST,8.55,160,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=에베레스트이스케이프 EVEREST,7,일산,625
황금열쇠 대구동성로2호점(더킹),HEAVEN,8.54,304,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로2호점(더킹) HEAVEN,4,대구,337
제로월드 강남점,아이엠,8.53,1523,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 아이엠,7,강남,690
비밀의화원 다운타운 홍대점,BOSS : COMPANY_LU,8.53,867,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 다운타운 홍대점 BOSS : COMPANY_LU,5,홍대,942
상상의문 광주점,TITAN : 전쟁의경계,8.53,15,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 광주점 TITAN : 전쟁의경계,5,광주,1070
비트포비아 서면던전,오늘 나는,8.52,31,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 서면던전 오늘 나는,4,부산,479
넥스트에디션 부평점,디스맨,8.51,1053,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 부평점 디스맨,8,인천,1138
오아시스 홍대점,미씽 삭스 미스터리,8.51,435,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=오아시스 홍대점 미씽 삭스 미스터리,2,홍대,84
버스티드,경성,8.51,1014,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=버스티드 경성,6,부천,352
머더파커 WOW 홍대점,선택받은 자,8.51,406,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 WOW 홍대점 선택받은 자,7,홍대,1210
머더파커 대구2호점,타겟,8.51,437,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 대구2호점 타겟,9,대구,70
도어이스케이프 레드 신논현점,LUCKY,8.5,829,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=도어이스케이프 레드 신논현점 LUCKY,6,강남,1567
비트포비아 강남던전 II,LOST KINGDOM 2 : 대탐험의 시작,8.5,341,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 강남던전 II LOST KINGDOM 2 : 대탐험의 시작,7,강남,231
비트포비아 홍대던전 III,그달동네,8.5,317,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 홍대던전 III 그달동네,2,홍대,1993
에필로그,STAGE,8.5,285,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=에필로그 STAGE,6,대학로,1780
비트포비아 강남던전,대호시장 살인사건,8.49,1561,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 강남던전 대호시장 살인사건,8,강남,1217
숨바꼭질 2호점,무죄2,8.48,467,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=숨바꼭질 2호점 무죄2,8,광주,1178
에스케이프,베타 테스터,8.48,454,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=에스케이프 베타 테스터,7,광주,1423
"오늘, 탈출 2호점",아이코,8.48,337,"https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=오늘, 탈출 2호점 아이코",7,일산,450
비트포비아 강남던전 II,MAYDAY,8.47,342,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 강남던전 II MAYDAY,7,강남,1909
포인트나인 건대점,ALBA (알바),8.47,903,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=포인트나인 건대점 ALBA (알바),8,건대,504
마스터키 프라임 신촌퍼플릭점,SCENE : 404 NOT FOUND,8.47,588,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 프라임 신촌퍼플릭점 SCENE : 404 NOT FOUND,4,신촌,777
포인트나인 강남1호점,EP4 : 주인 없는 낡은 서점,8.46,849,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=포인트나인 강남1호점 EP4 : 주인 없는 낡은 서점,9,강남,1799
머더파커 건대2호점,동창회,8.45,896,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대2호점 동창회,9,건대,823
상상의문 대학로점,스포일러,8.43,670,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 대학로점 스포일러,9,대학로,1854
드림이스케이프,Dolphin,8.42,376,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=드림이스케이프 Dolphin,5,건대,1215
포인트나인 건대점,RETURN (리턴),8.42,909,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=포인트나인 건대점 RETURN (리턴),6,건대,184
에스케이프,레드,8.42,327,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=에스케이프 레드,7,광주,1394
포인트나인 강남1호점,EP3 : 눈 먼 귀금속상인의 후회,8.42,227,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=포인트나인 강남1호점 EP3 : 눈 먼 귀금속상인의 후회,4,강남,344
비밀의화원 시네마틱 혜화점,H.E.L.L.P,8.42,350,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 시네마틱 혜화점 H.E.L.L.P,9,대학로,1004
지구별방탈출 대구점,우리 아빠(My Deady),8.41,446,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=지구별방탈출 대구점 우리 아빠(My Deady),5,대구,1389
룸즈에이 수원역2호점,Hotel California,8.41,331,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 수원역2호점 Hotel California,9,수원,1906
에필로그,Monday Night,8.41,409,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=에필로그 Monday Night,4,대학로,1151
쿠쿠룸242,신비로운 관찰생활 리본,8.4,557,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=쿠쿠룸242 신비로운 관찰생활 리본,8,서울(기타),1548
도어이스케이프 레드 신논현점,비,8.39,713,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=도어이스케이프 레드 신논현점 비,9,강남,1885
머더파커 잠실점,정육각형,8.38,616,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 잠실점 정육각형,9,서울(기타),1935
지구별방탈출 대구점,사명 : 투쟁의 노래,8.37,370,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=지구별방탈출 대구점 사명 : 투쟁의 노래,8,대구,717
키이스케이프 홍대점,삐릿-뽀,8.37,1510,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=키이스케이프 홍대점 삐릿-뽀,8,홍대,121
황금열쇠 강남점(타임스퀘어),NOMON : THE ORDEAL,8.36,1347,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 강남점(타임스퀘어) NOMON : THE ORDEAL,5,강남,1052
쿠쿠룸242,개미는 뚠뚠 오늘도 뚠뚠,8.36,301,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=쿠쿠룸242 개미는 뚠뚠 오늘도 뚠뚠,10,서울(기타),6
비트포비아 던전루나,3일,8.35,100,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 던전루나 3일,9,강남,752
지구별방탈출 대구점,만월:꿈을 훔치는 요괴,8.35,476,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=지구별방탈출 대구점 만월:꿈을 훔치는 요괴,5,대구,149
이스케이프샾 건대점,오메가,8.34,351,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이프샾 건대점 오메가,6,건대,133
지구별방탈출 홍대라스트시티점,스텔라,8.34,166,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=지구별방탈출 홍대라스트시티점 스텔라,1,홍대,498
도어이스케이프 레드 신논현점,유전,8.33,620,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=도어이스케이프 레드 신논현점 유전,10,강남,559
상상의문 홍대점,Didn't,8.32,346,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 홍대점 Didn't,10,홍대,526
어메이즈드 부평2호점,이탈리안잡,8.31,1252,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=어메이즈드 부평2호점 이탈리안잡,8,인천,1021
비트포비아 강남던전,강남목욕탕,8.3,1330,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 강남던전 강남목욕탕,1,강남,689
황금열쇠 대구동성로2호점(더킹),지옥,8.3,243,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로2호점(더킹) 지옥,4,대구,144
제로월드 홍대점,사랑...하는...감?,8.29,394,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 홍대점 사랑...하는...감?,7,홍대,90
드림이스케이프,V.E.T.,8.29,384,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=드림이스케이프 V.E.T.,2,건대,105
도어이스케이프 블루 신논현점,이방인,8.28,620,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=도어이스케이프 블루 신논현점 이방인,7,강남,573
포인트나인 강남1호점,EP1 : 시간이 멈춘 마을,8.28,1262,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=포인트나인 강남1호점 EP1 : 시간이 멈춘 마을,9,강남,1557
상상의문 분당서현점,시크릿 왕국의 스캔들 (감독판),8.28,83,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 분당서현점 시크릿 왕국의 스캔들 (감독판),4,경기(기타),1767
황금열쇠 대구동성로점(본점),타임스틸러,8.28,349,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로점(본점) 타임스틸러,9,대구,1049
이스케이프샾 건대점,고양학개론,8.28,455,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이프샾 건대점 고양학개론,4,건대,464
마스터키 부평점,별점테러 짜장나요,8.27,49,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 부평점 별점테러 짜장나요,4,인천,256
비밀의화원 시네마틱 혜화점,딜레마,8.27,383,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 시네마틱 혜화점 딜레마,8,대학로,1456
위욜,즐거운 나의 집,8.26,477,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=위욜 즐거운 나의 집,8,홍대,1256
머더파커 WOW 홍대점,홈그라운드(Home Ground),8.26,399,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 WOW 홍대점 홈그라운드(Home Ground),2,홍대,1964
머더파커 건대2호점,5010,8.26,642,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대2호점 5010,9,건대,598
상상의문 대학로점,나이트워크,8.26,612,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 대학로점 나이트워크,7,대학로,1053
러시아워,전생연분,8.25,478,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=러시아워 전생연분,8,광주,1222
머더파커 WOW 잠실점,파커랜드,8.25,231,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 WOW 잠실점 파커랜드,4,서울(기타),1018
머더파커 건대점,여행,8.25,1327,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대점 여행,5,건대,991
